,_id,leftStartingZone,climb,__v,metadata.scouterName,metadata.matchNumber,metadata.robotTeam,metadata.robotPosition,startingZone.start1,startingZone.start2,startingZone.start3,pickupLocation.source1,pickupLocation.source2,pickupLocation.ground1,pickupLocation.ground2,pickupLocation.ground3,placement.deposit1,placement.deposit2,placement.deposit3,placement.deposit4,placement.deposit5,placement.deposit6,autoCoral.L1,autoCoral.L2,autoCoral.L3,autoCoral.L4,autoAlgae.netRobot,autoAlgae.processor,autoAlgae.remove,teleCoral.L1,teleCoral.L2,teleCoral.L3,teleCoral.L4,teleAlgae.netRobot,teleAlgae.processor,teleAlgae.remove
36,67c352cd114fd247353f8eeb,True,park,0,Nathan,12,1388.0,blue_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,2,0,0,0
37,67c352e2114fd247353f8ef8,True,deep,0,Chiamaka,1,2543.0,red_1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,5,1
38,67c352e2114fd247353f8efa,False,park,0,Chiamaka,2,1452.0,red_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39,67c352e2114fd247353f8efe,True,park,0,Chiamaka,3,3759.0,red_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,67c352e2114fd247353f8f00,False,failed,0,Chiamaka,4,2485.0,red_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,67c352e2114fd247353f8f04,True,failed,0,Chiamaka,5,6657.0,red_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,6,2,0,0,0,2,0
42,67c352e2114fd247353f8f07,False,park,0,Chiamaka,6,991.0,red_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,67c352e2114fd247353f8f09,True,shallow,0,Chiamaka,7,10120.0,red_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,3,2,0,0,1
44,67c352e2114fd247353f8f0b,True,shallow,0,Chiamaka,8,3881.0,red_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,3,0,0,0,0,0,0
45,67c352e2114fd247353f8f10,True,failed,0,Chiamaka,9,114.0,red_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,2
46,67c352e2114fd247353f8f1b,True,park,0,Chiamaka,10,2375.0,red_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,2
47,67c352e2114fd247353f8f1d,True,shallow,0,Chiamaka,11,498.0,red_1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,67c352e2114fd247353f8f1f,False,none,0,Chiamaka,12,8119.0,red_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,3
49,67c3530d114fd247353f8fb8,True,park,0,Carlos,10,10147.0,red_3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,4,0,0,0,0,0,0
50,67c3530d114fd247353f8fba,True,park,0,Carlos,11,8768.0,red_3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,2,4,0,0,0,0,1
51,67c3530d114fd247353f8fbc,False,park,0,Carlos,12,5025.0,red_3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,4,0,0,0,0,0,0
52,67c35338114fd247353f8fc4,True,park,0,Christian,1,399.0,blue_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,67c35338114fd247353f8fc6,True,failed,0,Christian,2,3863.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,2,3,4,0,0,0,2
54,67c35338114fd247353f8fc8,True,park,0,Christian,3,5817.0,blue_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,5,0,2,1
55,67c35338114fd247353f8fca,False,failed,0,Christian,4,6560.0,blue_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,3,0,0,0,1
56,67c35338114fd247353f8fcc,False,park,0,Christian,5,4414.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,4,0
57,67c35338114fd247353f8fce,False,park,0,Christian,6,8119.0,blue_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,4,4
58,67c35339114fd247353f8fdb,False,park,0,Christian,7,5025.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,4,0,0,0,0,0,0
59,67c35339114fd247353f8fdd,True,park,0,Christian,8,4201.0,blue_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,2,5,4,0,0,0
60,67c35339114fd247353f8fdf,True,park,0,Christian,9,2839.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,67c35339114fd247353f8fe1,False,park,0,Christian,10,2102.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,3,1,4,1,0,0,0
62,67c35339114fd247353f8fe3,False,park,0,Christian,11,1452.0,blue_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63,67c35339114fd247353f8fea,True,park,0,Christian,12,5137.0,blue_2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,1,2,0,0,1
64,67c366f2114fd247353f9087,False,park,0,Kkinnon2,5,3598.0,blue_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65,67c366f2114fd247353f908b,True,none,0,Kkinnon2,6,9599.0,blue_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,2,0,4,0,0,0,0
66,67c366f2114fd247353f908d,False,shallow,0,Kkinnon2,7,1159.0,blue_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67c366f2114fd247353f908f,False,shallow,0,Kkinnon2,8,3647.0,blue_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68,67c366f2114fd247353f9091,True,shallow,0,Kkinnon2,9,9452.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,2,0,5
69,67c366f2114fd247353f9093,False,none,0,Kkinnon2,10,399.0,blue_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,7,0,0,0
70,67c366f2114fd247353f9099,False,none,0,Kkinnon2,11,9772.0,blue_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,67c366f2114fd247353f90a1,True,none,0,Andy :),12,6657.0,blue_1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1,1,1,0,2,2
72,67c366f2114fd247353f90a3,True,park,0,Andy :),13,10120.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,2,3,0,0,1
73,67c366f2114fd247353f90a5,True,park,0,Andy :),14,2658.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,67c366f2114fd247353f90a7,False,park,0,Andy :),15,6766.0,blue_1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,6,0
75,67c366f2114fd247353f90ae,True,park,0,Andy :),16,1159.0,blue_1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,67c366f2114fd247353f90b0,False,park,0,Andy :),17,8119.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,5,5
77,67c366f2114fd247353f90b8,False,deep,0,Andy :),18,4414.0,blue_1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,3,3,3,4,0,1,2
78,67c366f2114fd247353f90ba,True,deep,0,Andy :),19,1388.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,3,6,0,0,1
79,67c366f2114fd247353f90bc,True,park,0,Andy :),20,5515.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,4,0,0,0
80,67c366f2114fd247353f90c3,True,park,0,Andy :),21,10147.0,blue_1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,7,0,0,0,0,0,0
81,67c369a7114fd247353f90fb,True,park,0,Nicholas,13,2485.0,red_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,4,1,1,0,1
82,67c369a7114fd247353f90fd,False,none,0,Nicholas,14,991.0,red_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,67c369a7114fd247353f90ff,True,none,0,Nicholas,15,2584.0,red_2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,1,1,0,4,0,0,0,0
84,67c369a7114fd247353f9101,True,park,0,Nicholas,16,9599.0,red_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,3,0,0,0,1
85,67c369a7114fd247353f9103,True,none,0,Nicholas,17,2375.0,red_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,3,2,0,0,0,1
86,67c369a7114fd247353f9105,True,deep,0,Nicholas,18,2543.0,red_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,4,0,1,1
87,67c369a7114fd247353f9112,True,park,0,Nicholas,19,2485.0,red_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,1,4,5
88,67c369a7114fd247353f9114,True,deep,0,Nicholas,20,4400.0,red_2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,6,0,0,1
89,67c369a7114fd247353f9116,False,none,0,Nicholas,21,,red_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,67c369a7114fd247353f9118,True,none,0,Nicholas,22,8891.0,red_2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,0,1,2
91,67c36a07114fd247353f9123,True,none,0,Andy :),22,399.0,blue_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,5,0,0,0
92,67c36a14114fd247353f9127,True,none,0,Chiamaka,13,6885.0,red_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,67c36a14114fd247353f9129,True,none,0,Chiamaka,14,5515.0,red_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,1,0,4,0,0,0
94,67c36a14114fd247353f912b,True,deep,0,Chiamaka,15,3255.0,red_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,2,0,0,0,0,5,2,3,1,0,0
95,67c36a14114fd247353f912d,True,deep,0,Chiamaka,16,4201.0,red_1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,1,0,3,0,0,0
96,67c36a14114fd247353f912f,True,none,0,Chiamaka,17,5025.0,red_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,4,0,0,0,0,0,0
97,67c36a14114fd247353f9131,True,none,0,Chiamaka,18,5137.0,red_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,2,4,0,0,0
98,67c36a14114fd247353f913e,False,park,0,Chiamaka,19,2658.0,red_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,67c36a14114fd247353f9140,False,park,0,Chiamaka,20,9772.0,red_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,67c36a14114fd247353f9142,True,park,0,Chiamaka,21,9452.0,red_1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0,0,0
101,67c36a14114fd247353f9144,True,deep,0,Chiamaka,22,3881.0,red_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0,0
102,67c36a22114fd247353f914f,False,park,0,Christian,13,6658.0,blue_2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,67c36a22114fd247353f9151,False,park,0,Christian,14,9534.0,blue_2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,67c36a22114fd247353f9153,True,deep,0,Christian,15,3863.0,blue_2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,7,0,0,0,2
105,67c36a22114fd247353f9155,False,deep,0,Christian,16,702.0,blue_2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,2,1,0,1
106,67c36a22114fd247353f9157,True,park,0,Maddie,17,3759.0,blue_2,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,0,0,0,0,0,0,0,2,3,1,0,0,1
107,67c36a22114fd247353f9159,True,none,0,Maddie,18,6657.0,blue_2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,1,2,3,0,0,1,1
108,67c36a22114fd247353f9165,True,park,0,Maddie,19,8015.0,blue_2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1,5,0,0,0
109,67c36a22114fd247353f9169,True,deep,0,Maddie,20,3255.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,2,0,0,4,2,0,3
110,67c36a22114fd247353f916b,True,failed,0,Maddie,21,3647.0,blue_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,67c36a22114fd247353f916d,True,deep,0,Maddie,22,498.0,blue_2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,2,0,0,2,0,0,0
112,67c36a6c114fd247353f91ef,True,park,0,David G.,13,2485.0,red_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,4,0,1,0,1
113,67c36a6c114fd247353f91f3,True,shallow,0,David G.,14,3881.0,red_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,2,0,0,0,0,0
114,67c36a6c114fd247353f91f5,True,park,0,David G.,15,8891.0,red_3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,1,1,0,1,1
115,67c36a6c114fd247353f91f7,True,none,0,David G.,16,5817.0,red_3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,1,0,0,1,3,0,0,4
116,67c36a6c114fd247353f91f9,True,park,0,David G.,17,2839.0,red_3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,2,0,0,0
117,67c36a6c114fd247353f91fb,False,deep,0,David G.,18,3598.0,red_3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,2,0,0,0
118,67c36a6c114fd247353f91fd,False,park,0,David G.,19,610.0,red_3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,8,0,0,1
119,67c36a6c114fd247353f9209,False,park,0,David G.,20,6766.0,red_3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,2,2,2,3,0,0,1
120,67c36a6c114fd247353f920b,False,none,0,David G.,21,,red_3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,67c36a6c114fd247353f920d,False,park,0,David G.,22,9452.0,red_3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,3,1,0,1
122,67c36a6c114fd247353f920f,True,shallow,0,David G.,22,9534.0,red_3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,67c377a43904abcc1776d377,True,park,0,andy :),23,6885.0,blue_1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0,0
124,67c379973904abcc1776d38e,True,deep,0,Jacob,13,3598.0,blue_3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,7,0,0,0
125,67c379973904abcc1776d390,True,park,0,Jacob,14,988.0,blue_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,67c379973904abcc1776d392,True,park,0,Jacob,15,3647.0,blue_3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,67c379973904abcc1776d394,True,none,0,Jacob,16,6560.0,blue_3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,6,0,0,0,2
128,67c379973904abcc1776d396,True,park,0,Jacob,17,1452.0,blue_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,67c379973904abcc1776d398,True,park,0,Jacob,18,2102.0,blue_3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,3
130,67c379973904abcc1776d3a6,True,park,0,Jacob,21,1159.0,blue_3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,67c379973904abcc1776d3aa,True,park,0,Jacob,22,2584.0,blue_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,4,2,1,0,3
132,67c379973904abcc1776d3a2,True,park,0,Jacob,19,4.0,blue_3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,3,4
133,67c379973904abcc1776d3a4,False,park,0,Jacob,20,8768.0,blue_3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,67c381853822051181ced03f,True,park,0,Nicholas,23,4201.0,red_2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,2,0,3,0,0,1
135,67c381853822051181ced041,True,park,0,Nicholas,24,9599.0,red_2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,2,0,0,0,1
