metadata.robotTeam,startingZone.start1.avg,startingZone.start2.avg,startingZone.start3.avg,pickupLocation.source1.avg,pickupLocation.source2.avg,pickupLocation.ground1.avg,pickupLocation.ground2.avg,pickupLocation.ground3.avg,placement.deposit1.avg,placement.deposit2.avg,placement.deposit3.avg,placement.deposit4.avg,placement.deposit5.avg,placement.deposit6.avg,climb.park.avg,climb.shallow.avg,climb.deep.avg,autoScoreRightReef.avg,autoScoreLeftReef.avg,autoCoral.L1.min,autoCoral.L1.max,autoCoral.L1.avg,autoCoral.L1.std,autoCoral.L1.min.drop1,autoCoral.L1.max.drop1,autoCoral.L1.avg.drop1,autoCoral.L1.std.drop1,autoCoral.L1.min.drop2,autoCoral.L1.max.drop2,autoCoral.L1.avg.drop2,autoCoral.L1.std.drop2,autoCoral.L2.min,autoCoral.L2.max,autoCoral.L2.avg,autoCoral.L2.std,autoCoral.L2.min.drop1,autoCoral.L2.max.drop1,autoCoral.L2.avg.drop1,autoCoral.L2.std.drop1,autoCoral.L2.min.drop2,autoCoral.L2.max.drop2,autoCoral.L2.avg.drop2,autoCoral.L2.std.drop2,autoCoral.L3.min,autoCoral.L3.max,autoCoral.L3.avg,autoCoral.L3.std,autoCoral.L3.min.drop1,autoCoral.L3.max.drop1,autoCoral.L3.avg.drop1,autoCoral.L3.std.drop1,autoCoral.L3.min.drop2,autoCoral.L3.max.drop2,autoCoral.L3.avg.drop2,autoCoral.L3.std.drop2,autoCoral.L4.min,autoCoral.L4.max,autoCoral.L4.avg,autoCoral.L4.std,autoCoral.L4.min.drop1,autoCoral.L4.max.drop1,autoCoral.L4.avg.drop1,autoCoral.L4.std.drop1,autoCoral.L4.min.drop2,autoCoral.L4.max.drop2,autoCoral.L4.avg.drop2,autoCoral.L4.std.drop2,teleCoral.L1.min,teleCoral.L1.max,teleCoral.L1.avg,teleCoral.L1.std,teleCoral.L1.min.drop1,teleCoral.L1.max.drop1,teleCoral.L1.avg.drop1,teleCoral.L1.std.drop1,teleCoral.L1.min.drop2,teleCoral.L1.max.drop2,teleCoral.L1.avg.drop2,teleCoral.L1.std.drop2,teleCoral.L2.min,teleCoral.L2.max,teleCoral.L2.avg,teleCoral.L2.std,teleCoral.L2.min.drop1,teleCoral.L2.max.drop1,teleCoral.L2.avg.drop1,teleCoral.L2.std.drop1,teleCoral.L2.min.drop2,teleCoral.L2.max.drop2,teleCoral.L2.avg.drop2,teleCoral.L2.std.drop2,teleCoral.L3.min,teleCoral.L3.max,teleCoral.L3.avg,teleCoral.L3.std,teleCoral.L3.min.drop1,teleCoral.L3.max.drop1,teleCoral.L3.avg.drop1,teleCoral.L3.std.drop1,teleCoral.L3.min.drop2,teleCoral.L3.max.drop2,teleCoral.L3.avg.drop2,teleCoral.L3.std.drop2,teleCoral.L4.min,teleCoral.L4.max,teleCoral.L4.avg,teleCoral.L4.std,teleCoral.L4.min.drop1,teleCoral.L4.max.drop1,teleCoral.L4.avg.drop1,teleCoral.L4.std.drop1,teleCoral.L4.min.drop2,teleCoral.L4.max.drop2,teleCoral.L4.avg.drop2,teleCoral.L4.std.drop2,autoAlgae.netRobot.min,autoAlgae.netRobot.max,autoAlgae.netRobot.avg,autoAlgae.netRobot.std,autoAlgae.netRobot.min.drop1,autoAlgae.netRobot.max.drop1,autoAlgae.netRobot.avg.drop1,autoAlgae.netRobot.std.drop1,autoAlgae.netRobot.min.drop2,autoAlgae.netRobot.max.drop2,autoAlgae.netRobot.avg.drop2,autoAlgae.netRobot.std.drop2,autoAlgae.processor.min,autoAlgae.processor.max,autoAlgae.processor.avg,autoAlgae.processor.std,autoAlgae.processor.min.drop1,autoAlgae.processor.max.drop1,autoAlgae.processor.avg.drop1,autoAlgae.processor.std.drop1,autoAlgae.processor.min.drop2,autoAlgae.processor.max.drop2,autoAlgae.processor.avg.drop2,autoAlgae.processor.std.drop2,autoAlgae.remove.min,autoAlgae.remove.max,autoAlgae.remove.avg,autoAlgae.remove.std,autoAlgae.remove.min.drop1,autoAlgae.remove.max.drop1,autoAlgae.remove.avg.drop1,autoAlgae.remove.std.drop1,autoAlgae.remove.min.drop2,autoAlgae.remove.max.drop2,autoAlgae.remove.avg.drop2,autoAlgae.remove.std.drop2,teleAlgae.netRobot.min,teleAlgae.netRobot.max,teleAlgae.netRobot.avg,teleAlgae.netRobot.std,teleAlgae.netRobot.min.drop1,teleAlgae.netRobot.max.drop1,teleAlgae.netRobot.avg.drop1,teleAlgae.netRobot.std.drop1,teleAlgae.netRobot.min.drop2,teleAlgae.netRobot.max.drop2,teleAlgae.netRobot.avg.drop2,teleAlgae.netRobot.std.drop2,teleAlgae.processor.min,teleAlgae.processor.max,teleAlgae.processor.avg,teleAlgae.processor.std,teleAlgae.processor.min.drop1,teleAlgae.processor.max.drop1,teleAlgae.processor.avg.drop1,teleAlgae.processor.std.drop1,teleAlgae.processor.min.drop2,teleAlgae.processor.max.drop2,teleAlgae.processor.avg.drop2,teleAlgae.processor.std.drop2,teleAlgae.remove.min,teleAlgae.remove.max,teleAlgae.remove.avg,teleAlgae.remove.std,teleAlgae.remove.min.drop1,teleAlgae.remove.max.drop1,teleAlgae.remove.avg.drop1,teleAlgae.remove.std.drop1,teleAlgae.remove.min.drop2,teleAlgae.remove.max.drop2,teleAlgae.remove.avg.drop2,teleAlgae.remove.std.drop2,autoScore.min,autoScore.max,autoScore.avg,autoScore.std,autoScore.min.drop1,autoScore.max.drop1,autoScore.avg.drop1,autoScore.std.drop1,autoScore.min.drop2,autoScore.max.drop2,autoScore.avg.drop2,autoScore.std.drop2,teleScore.min,teleScore.max,teleScore.avg,teleScore.std,teleScore.min.drop1,teleScore.max.drop1,teleScore.avg.drop1,teleScore.std.drop1,teleScore.min.drop2,teleScore.max.drop2,teleScore.avg.drop2,teleScore.std.drop2,endgameScore.min,endgameScore.max,endgameScore.avg,endgameScore.std,endgameScore.min.drop1,endgameScore.max.drop1,endgameScore.avg.drop1,endgameScore.std.drop1,endgameScore.min.drop2,endgameScore.max.drop2,endgameScore.avg.drop2,endgameScore.std.drop2,totalScore.min,totalScore.max,totalScore.avg,totalScore.std,totalScore.min.drop1,totalScore.max.drop1,totalScore.avg.drop1,totalScore.std.drop1,totalScore.min.drop2,totalScore.max.drop2,totalScore.avg.drop2,totalScore.std.drop2,fouls.avg,break.avg,Percent of Matches with No Defense,Percent of Matches with Some Defense,Percent of Matches with Full Defense,Main Defense Type
3598.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.42857142857142855,0.5345224838248488,0,1,0.4,0.5477225575051661,0,1,0.3333333333333333,0.5773502691896258,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.42857142857142855,0.7867957924694432,0,1,0.2,0.4472135954999579,0,0,0.0,0.0,0,4,1.0,1.5275252316519468,0,2,0.6,0.8944271909999159,0,1,0.3333333333333333,0.5773502691896258,2,8,4.285714285714286,2.3603873774083293,2,7,4.0,1.8708286933869707,3,4,3.6666666666666665,0.5773502691896257,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,10,5.142857142857143,3.8913824205360674,3,10,5.2,3.1937438845342623,3,7,4.333333333333333,2.309401076758503,10,40,26.714285714285715,12.645345464033866,10,39,27.4,11.193748255164577,25,35,29.333333333333332,5.131601439446884,2,12,7.714285714285714,5.3452248382484875,2,12,8.0,5.477225575051661,2,12,8.666666666666666,5.773502691896257,12,62,39.57142857142857,16.621844491082037,29,51,40.6,9.864076236526156,33,50,41.0,8.54400374531753,0.14285714285714285,0.0,0.7142857142857143,0.2857142857142857,0.0,No Defense 
3647.0,0.0,0.5,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.25,0.4629100498862757,0,1,0.16666666666666666,0.408248290463863,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.125,0.3535533905932738,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.375,0.7440238091428449,0,1,0.16666666666666666,0.408248290463863,0,0,0.0,0.0,0,3,2.25,1.3887301496588271,0,3,2.5,1.224744871391589,3,3,3.0,0.0,0,5,1.125,1.807721533549109,0,2,0.6666666666666666,1.0327955589886444,0,2,0.5,1.0,0,6,1.75,1.98206241793023,0,2,1.3333333333333333,1.0327955589886444,0,2,1.5,1.0,0,10,5.125,3.090885217631258,3,7,5.166666666666667,1.8348478592697184,3,7,5.25,1.707825127659933,1.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,No Defense 
3759.0,0.125,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.125,0.3535533905932738,0,0,0.0,0.0,0,0,0.0,0.0,0,6,2.75,2.052872551885702,1,5,2.6666666666666665,1.505545305418162,2,4,2.5,1.0,0,4,1.75,1.6690459207925603,0,3,1.6666666666666667,1.505545305418162,0,3,1.75,1.5,0,1,0.25,0.4629100498862757,0,1,0.16666666666666666,0.408248290463863,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.125,0.3535533905932738,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.125,0.3535533905932738,0,0,0.0,0.0,0,0,0.0,0.0,3,3,3.0,0.0,3,3,3.0,0.0,3,3,3.0,0.0,0,29,17.25,11.259916264596033,3,27,18.166666666666668,9.453394452082632,10,24,19.75,6.551081335677848,0,2,1.25,1.0350983390135313,0,2,1.3333333333333333,1.0327955589886446,0,2,1.5,1.0,5,32,21.5,10.703804397102395,8,32,22.5,9.093954035511725,15,28,23.75,5.9651767227244274,0.0,0.125,1.0,0.0,0.0,No Defense 
3863.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.14285714285714285,0.37796447300922725,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4,1.1428571428571428,1.4638501094227998,0,2,0.8,0.8366600265340756,0,1,0.6666666666666666,0.5773502691896258,0,3,1.1428571428571428,1.3451854182690985,0,3,1.0,1.224744871391589,0,1,0.6666666666666666,0.5773502691896258,0,8,5.142857142857143,2.6095064302514777,4,7,5.6,1.140175425099138,5,6,5.666666666666667,0.5773502691896257,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.7142857142857143,0.4879500364742666,0,1,0.8,0.4472135954999579,1,1,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4,0.8571428571428571,1.4638501094227998,0,1,0.4,0.5477225575051661,0,1,0.3333333333333333,0.5773502691896258,0,3,1.4285714285714286,1.1338934190276817,0,2,1.4,0.8944271909999159,1,2,1.6666666666666667,0.5773502691896258,0,6,3.0,1.7320508075688772,3,3,3.0,0.0,3,3,3.0,0.0,24,40,31.428571428571427,5.126959555693246,29,35,31.2,2.6832815729997477,29,33,30.666666666666668,2.081665999466132,0,12,6.0,6.0,0,12,6.0,6.0,0,12,6.0,6.0,30,55,40.42857142857143,9.180725150319788,32,48,39.6,6.730527468185536,35,45,39.333333333333336,5.131601439446884,0.0,0.0,1.0,0.0,0.0,No Defense 
3881.0,0.125,0.25,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.25,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3,1.375,1.1877349391654208,0,3,1.3333333333333333,1.0327955589886446,1,2,1.25,0.5,0,4,1.875,1.4577379737113252,0,3,1.8333333333333333,1.1690451944500122,1,3,2.0,0.816496580927726,0,2,0.625,0.9161253813129043,0,2,0.5,0.8366600265340756,0,1,0.25,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,3,3.0,0.0,3,3,3.0,0.0,3,3,3.0,0.0,2,19,10.875,5.617256574927962,6,16,11.0,3.8987177379235853,8,14,11.0,2.943920288775949,0,12,5.75,4.464142854857069,2,12,5.666666666666667,3.6696957185394363,2,6,5.0,2.0,7,29,19.625,7.130167299179292,15,25,20.166666666666668,4.62240918425302,16,24,20.25,4.349329450233296,0.375,0.0,0.75,0.25,0.0,No Defense 
4201.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.5714285714285714,0.5345224838248488,0,1,0.6,0.5477225575051662,0,1,0.6666666666666666,0.5773502691896258,0,2,0.42857142857142855,0.7867957924694431,0,1,0.2,0.447213595499958,0,0,0.0,0.0,0,2,1.4285714285714286,0.7867957924694432,1,2,1.6,0.5477225575051662,1,2,1.6666666666666667,0.5773502691896258,0,5,1.7142857142857142,1.9760470401187071,0,3,1.4,1.51657508881031,0,3,1.3333333333333333,1.5275252316519465,0,4,2.2857142857142856,1.6035674514745466,0,3,2.4,1.3416407864998738,3,3,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4,0.8571428571428571,1.5735915849388864,0,2,0.4,0.8944271909999159,0,0,0.0,0.0,0,6,1.4285714285714286,2.0701966780270626,0,1,0.8,0.4472135954999579,1,1,1.0,0.0,3,10,7.0,3.7416573867739413,3,10,7.2,3.8340579025361627,3,10,7.666666666666667,4.041451884327381,18,46,28.571428571428573,9.034326074425675,23,33,27.2,4.024922359499621,24,29,26.666666666666668,2.516611478423583,0,12,4.285714285714286,5.3452248382484875,0,12,3.6,4.774934554525329,2,2,2.0,0.0,28,51,39.857142857142854,8.434622525214577,30,46,40.0,6.363961030678928,39,45,41.333333333333336,3.214550253664319,0.0,0.125,0.75,0.25,0.0,No Defense 
4400.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,0.6666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,1.5,0.8366600265340757,1,2,1.75,0.5,2,2,2.0,0.0,0,2,0.5,0.8366600265340756,0,1,0.25,0.5,0,0,0.0,0.0,0,2,0.8333333333333334,0.983192080250175,0,2,0.75,0.9574271077563381,0,1,0.5,0.7071067811865476,0,4,1.6666666666666667,1.505545305418162,0,2,1.5,1.0,2,2,2.0,0.0,2,7,4.666666666666667,1.7511900715418263,4,6,4.75,0.9574271077563381,4,5,4.5,0.7071067811865476,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.8333333333333334,0.752772652709081,0,1,0.75,0.5,1,1,1.0,0.0,3,17,13.5,5.856620185738529,10,17,15.25,3.5,17,17,17.0,0.0,18,43,33.5,9.00555384193554,30,39,35.0,4.69041575982343,32,39,35.5,4.949747468305833,0,12,6.666666666666667,5.887840577551898,2,12,7.0,5.773502691896258,2,12,7.0,7.0710678118654755,35,72,53.666666666666664,14.678782874157745,44,68,53.75,11.4418821295566,45,58,51.5,9.192388155425117,0.5714285714285714,0.0,0.8571428571428571,0.14285714285714285,0.0,No Defense 
4414.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,0.0,0.5714285714285714,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,1.0,0.816496580927726,0,2,1.0,0.7071067811865476,1,1,1.0,0.0,0,4,1.4285714285714286,1.8126539343499315,0,3,1.2,1.6431676725154984,0,3,1.0,1.7320508075688772,0,5,1.4285714285714286,1.9880595947760098,0,3,1.0,1.4142135623730951,0,2,0.6666666666666666,1.1547005383792517,0,5,1.8571428571428572,1.7728105208558367,0,3,1.6,1.140175425099138,1,2,1.6666666666666667,0.5773502691896257,0,9,3.7142857142857144,2.7516228977511745,2,4,3.4,0.8944271909999159,3,4,3.6666666666666665,0.5773502691896257,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.2857142857142857,0.4879500364742666,0,1,0.2,0.4472135954999579,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4,1.2857142857142858,1.3801311186847085,0,2,1.0,0.7071067811865476,1,1,1.0,0.0,0,3,0.8571428571428571,1.2149857925879117,0,2,0.6,0.8944271909999159,0,1,0.3333333333333333,0.5773502691896258,0,17,9.142857142857142,6.98638131005772,0,17,9.4,6.06630035524124,10,10,10.0,0.0,20,62,40.857142857142854,16.597475424780434,24,53,40.8,13.881642554107206,28,53,42.333333333333336,12.897028081435403,2,12,9.142857142857142,4.879500364742666,2,12,10.0,4.47213595499958,12,12,12.0,0.0,26,84,59.142857142857146,22.704100741412123,32,82,60.8,18.458060569843195,57,68,63.333333333333336,5.686240703077328,0.14285714285714285,0.0,1.0,0.0,0.0,No Defense 
5025.0,0.25,0.375,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.125,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,4,2.625,1.3024701806293193,1,4,2.6666666666666665,1.2110601416389968,2,4,2.75,0.9574271077563381,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3,1.5,1.6035674514745464,0,3,1.5,1.6431676725154984,0,3,1.5,1.7320508075688772,2,8,5.25,2.6049403612586386,2,8,5.333333333333333,2.4221202832779936,4,8,5.5,1.9148542155126762,0,12,3.0,3.7032803990902057,2,2,2.0,0.0,2,2,2.0,0.0,4,14,9.75,2.8157719063467175,9,11,10.0,0.8944271909999159,9,11,10.0,0.816496580927726,0.0,0.125,0.875,0.125,0.0,No Defense 
5137.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.3333333333333333,0.5163977794943222,0,1,0.25,0.5,0,0,0.0,0.0,0,3,1.6666666666666667,1.0327955589886444,1,2,1.75,0.5,2,2,2.0,0.0,1,5,2.8333333333333335,1.4719601443879746,2,4,2.75,0.9574271077563382,2,3,2.5,0.7071067811865476,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.5,0.5477225575051662,0,1,0.5,0.5773502691896257,0,1,0.5,0.7071067811865476,3,3,3.0,0.0,3,3,3.0,0.0,3,3,3.0,0.0,10,33,21.833333333333332,9.765585833254791,13,31,22.0,8.406346808612328,17,27,22.0,7.0710678118654755,0,12,3.3333333333333335,4.320493798938574,2,2,2.0,0.0,2,2,2.0,0.0,15,48,28.166666666666668,12.303116136437412,18,34,26.5,7.724420150837645,22,32,27.0,7.0710678118654755,0.0,0.0,0.875,0.125,0.0,No Defense 
5515.0,0.5,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.625,0.5175491695067657,0,1,0.6666666666666666,0.5163977794943222,0,1,0.75,0.5,0,1,0.125,0.3535533905932738,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.375,0.7440238091428449,0,1,0.16666666666666666,0.408248290463863,0,0,0.0,0.0,0,1,0.125,0.3535533905932738,0,0,0.0,0.0,0,0,0.0,0.0,0,5,2.375,2.065879266282796,0,4,2.3333333333333335,1.8618986725025255,0,4,2.5,1.7320508075688772,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,10,7.375,3.6228441865473595,3,10,7.666666666666667,3.6147844564602556,3,10,8.25,3.5,0,27,13.75,11.925363127145678,0,25,13.833333333333334,11.232393630329497,0,23,14.5,10.214368964029708,0,2,1.0,1.0690449676496976,0,2,1.0,1.0954451150103321,0,2,1.0,1.1547005383792515,10,37,22.125,10.548358030653734,12,33,21.666666666666668,9.048020041239225,12,30,21.25,7.88986691902975,1.2222222222222223,0.0,0.8888888888888888,0.1111111111111111,0.0,No Defense 
